text,font_size,is_bold,is_caps,y_pos,page,text_length,label
"Assist business stakeholders in defining understandable and testable user stories,",9.960000038146973,0,0,403.7362060546875,10,82,Other
"scenarios, requirements and acceptance criteria as appropriate.",9.960000038146973,0,0,415.1361999511719,10,63,Other
AFM7,9.960000038146973,0,1,438.17620849609375,10,4,Other
Work and share information with other team members using effective communication,9.960000038146973,0,0,438.17620849609375,10,80,Other
styles and channels.,9.960000038146973,0,0,449.6961975097656,10,20,Other
"In general, a Certified Tester Foundation Level –   Agile Tester is expected to have acquired the necessary",9.960000038146973,0,0,483.3821105957031,10,107,Other
skills to working effectively within an Agile team and environment.,9.960000038146973,0,0,496.3799133300781,10,67,Other
3.2 Content,14.039999961853027,0,0,533.0038452148438,10,11,Other
Chapter 1: Agile Software Development,9.960000038146973,0,0,556.5261840820312,10,37,Other
The tester should remember the basic concept of Agile software development based on the Agile,9.960000038146973,0,0,568.7670288085938,10,93,Other
Manifesto.,9.960000038146973,0,0,580.1712646484375,10,10,Other
The tester should understand the advantages of the whole-team approach and the benefits of,9.960000038146973,0,0,592.412109375,10,90,Other
early and frequent feedback.,9.960000038146973,0,0,603.8162841796875,10,28,Other
The tester should recall Agile software development approaches.,9.960000038146973,0,0,616.05712890625,10,63,Other
The tester should be able to write testable user stories in collaboration with developers and,9.960000038146973,0,0,628.2979736328125,10,93,Other
business representatives.,9.960000038146973,0,0,639.7022094726562,10,25,Other
The tester should understand how retrospectives can be used as a mechanism for process,9.960000038146973,0,0,651.9430541992188,10,86,Other
improvement in Agile projects.,9.960000038146973,0,0,663.3472290039062,10,30,Other
The tester should understand the use and purpose of continuous integration.,9.960000038146973,0,0,675.5880737304688,10,75,Other
"The tester should know the differences between iteration and release planning, and how a tester",9.960000038146973,0,0,687.8289184570312,10,95,Other
adds value in each of these activities.,9.960000038146973,0,0,699.2330932617188,10,39,Other
Version 2014,9.960000038146973,0,0,718.7149047851562,10,12,Other
Page 10 of 12,9.960000038146973,0,0,718.7149047851562,10,13,Other
"May 31, 2014",9.960000038146973,0,0,718.7149047851562,10,12,Other
© International Software Testing Qualifications Board,6.0,0,0,736.8900146484375,10,53,Other
International,9.960000038146973,0,0,38.62621307373047,11,13,Other
Overview,12.0,0,0,41.58000183105469,11,8,Other
Software Testing,9.960000038146973,0,0,50.14617156982422,11,16,Other
Foundation Level Extension –   Agile Tester,9.960000038146973,0,0,56.95212173461914,11,43,Other
Qualifications,9.960000038146973,0,0,61.66619110107422,11,14,Other
Board,9.960000038146973,0,0,61.66619110107422,11,5,Other
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000038146973,0,0,108.84618377685547,11,73,Other
The tester should be able to describe the differences between testing activities in Agile projects,9.960000038146973,0,0,121.08702850341797,11,98,Other
and non-Agile projects.,9.960000038146973,0,0,132.61077880859375,11,23,Other
The tester should be able to describe how development and testing activities are integrated in,9.960000038146973,0,0,144.73211669921875,11,94,Other
Agile projects.,9.960000038146973,0,0,156.255859375,11,15,Other
The tester should be able to describe the role of independent testing in Agile projects.,9.960000038146973,0,0,168.4967041015625,11,88,Other
The tester should be able to describe the tools and techniques used to communicate the status of,9.960000038146973,0,0,180.6180419921875,11,96,Other
"testing in an Agile project, including test progress and product quality.",9.960000038146973,0,0,192.14178466796875,11,73,Other
The tester should be able to describe the process of evolving tests across multiple iterations and,9.960000038146973,0,0,204.26312255859375,11,98,Other
explain why test automation is important to manage regression risk in Agile projects.,9.960000038146973,0,0,215.786865234375,11,85,Other
"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.960000038146973,0,0,228.05755615234375,11,99,Other
The tester should be able to understand the role of a tester within an Agile team.,9.960000038146973,0,0,240.17889404296875,11,82,Other
"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.960000038146973,0,0,263.09686279296875,11,55,Other
"The tester should be able to recall the concepts of test-driven development, acceptance test-",9.960000038146973,0,0,275.33770751953125,11,93,Other
"driven development, and behavior-driven development.",9.960000038146973,0,0,286.8614196777344,11,52,Other
The tester should be able to recall the concepts of the test pyramid.,9.960000038146973,0,0,299.1022644042969,11,69,Other
The tester should be able to summarize the testing quadrants and their relationships with testing,9.960000038146973,0,0,311.22357177734375,11,97,Other
levels and testing types.,9.960000038146973,0,0,322.6277770996094,11,25,Other
"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.960000038146973,0,0,334.8686218261719,11,89,Other
The tester should be able to assess quality risks within an Agile project.,9.960000038146973,0,0,347.1094665527344,11,74,Other
The tester should be able to estimate testing effort based on iteration content and quality risks.,9.960000038146973,0,0,359.23077392578125,11,98,Other
The tester should be able to interpret relevant information to support testing activities.,9.960000038146973,0,0,371.47161865234375,11,90,Other
The tester should be able to explain to business stakeholders how to define testable acceptance,9.960000038146973,0,0,383.5929260253906,11,95,Other
criteria.,9.960000038146973,0,0,395.0170593261719,11,9,Other
"Given a user story, the tester should be able to write acceptance test-driven development test",9.960000038146973,0,0,407.2579040527344,11,94,Other
cases.,9.960000038146973,0,0,418.7816162109375,11,6,Other
"For both functional and non-functional behavior, the tester should be able to write test cases using",9.960000038146973,0,0,431.0224609375,11,100,Other
black box test design techniques based on given user stories.,9.960000038146973,0,0,442.4266662597656,11,61,Other
The tester should be able to perform exploratory testing to support the testing of an Agile project.,9.960000038146973,0,0,454.6675109863281,11,100,Other
The tester should be able to recall different tools available to testers according to their purpose,9.960000038146973,0,0,466.788818359375,11,99,Other
and to activities in Agile projects.,9.960000038146973,0,0,478.3125305175781,11,36,Other
Version 2014,9.960000038146973,0,0,718.7469482421875,11,12,Other
Page 11 of 12,9.960000038146973,0,0,718.7469482421875,11,13,Other
"May 31, 2014",9.960000038146973,0,0,718.7469482421875,11,12,Other
© International Software Testing Qualifications Board,6.0,0,0,736.8900146484375,11,53,Other
Qualifications Board,9.960000038146973,0,0,61.66619110107422,12,20,Other
International,9.960000038146973,0,0,38.62621307373047,12,13,Other
Overview,12.0,0,0,41.58000183105469,12,8,Other
Software Testing,9.960000038146973,0,0,50.14617156982422,12,16,Other
Foundation Level Extension –   Agile Tester,9.960000038146973,0,0,56.95212173461914,12,43,Other
4.  References,15.960000038146973,0,0,122.97618103027344,12,14,Other
4.1 Trademarks,14.039999961853027,0,0,171.39376831054688,12,14,Other
The following registered trademarks and service marks are used in this document:,9.960000038146973,0,0,194.88623046875,12,80,Other
ISTQB ®  is a registered trademark of the International Software Testing Qualifications Board,9.960000038146973,0,0,219.03562927246094,12,93,Other
4.2 Documents and Web Sites,14.039999961853027,0,0,257.4637756347656,12,27,Other
Identifier,9.960000038146973,1,0,280.8362121582031,12,10,Other
Reference,9.960000038146973,1,0,280.8362121582031,12,9,Other
[ISTQB-Web],9.960000038146973,0,0,295.4761962890625,12,11,Other
Web site of the International Software Testing Qualifications Board. Refer,9.960000038146973,0,0,295.4761962890625,12,74,Other
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.960000038146973,0,0,306.9962158203125,12,74,Other
Version 2014,9.960000038146973,0,0,718.6875610351562,12,12,Other
Page 12 of 12,9.960000038146973,0,0,718.6875610351562,12,13,Other
"May 31, 2014",9.960000038146973,0,0,718.6875610351562,12,12,Other
© International Software Testing Qualifications Board,6.0,0,0,736.8900146484375,12,53,Other
Ontario’s Libraries,15.960000038146973,0,0,72.08401489257812,1,19,Other
Working Together,15.960000038146973,0,0,94.63546752929688,1,16,Other
RFP: R,32.040000915527344,0,1,156.7722930908203,1,6,Other
RFP: R,32.040000915527344,0,1,156.5159454345703,1,6,Other
RFP: R,32.040000915527344,0,1,156.7722930908203,1,6,Other
RFP: Request f,32.040000915527344,0,0,156.5159454345703,1,14,Other
quest f,32.040000915527344,0,0,156.5159454345703,1,7,Other
quest f,32.040000915527344,0,0,156.7722930908203,1,7,Other
quest for Pr,32.040000915527344,0,0,156.5159454345703,1,12,Other
r Pr,32.040000915527344,0,0,156.5159454345703,1,4,Other
r Pr,32.040000915527344,0,0,156.7722930908203,1,4,Other
r Proposal,32.040000915527344,0,0,156.5159454345703,1,10,Other
oposal,32.040000915527344,0,0,156.5159454345703,1,6,Other
oposal,32.040000915527344,0,0,156.7722930908203,1,6,Other
oposal,32.040000915527344,0,0,156.5159454345703,1,6,Other
To Present a Proposal for Developing,24.0,0,0,248.39999389648438,1,36,Other
the Business Plan for the Ontario,24.0,0,0,276.0,1,33,Other
Digital Library,24.0,0,0,303.6000061035156,1,15,Other
"March 21, 2003",20.040000915527344,0,0,342.46380615234375,1,14,Other
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.960000038146973,0,0,694.2640991210938,1,101,Other
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.960000038146973,0,0,708.1881713867188,1,94,Other
learners and effective contributors towards Ontario’s prosperity.,9.960000038146973,0,0,722.1122436523438,1,65,Other
Ontario’s Digital Library,20.040000915527344,0,0,88.59601593017578,2,25,Other
A Critical Component for Implementing Ontario’s Road Map to,15.960000038146973,0,0,120.31608581542969,2,59,Other
Prosperity Strategy,15.960000038146973,0,0,138.6700897216797,2,19,Other
Summary,12.0,0,0,195.71998596191406,2,7,Other
The purpose of this  Request for Proposal  ( RFP ) is to invite firms and/or consultants to,11.039999961853027,0,0,228.5688018798828,2,91,Other
present a proposal for developing the business plan for the  Ontario Digital Library (ODL).,11.039999961853027,0,0,241.16542053222656,2,91,Other
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.039999961853027,0,0,253.8834991455078,2,97,Other
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.039999961853027,0,0,266.6015625,2,93,Other
developed is to document and clearly communicate:,11.039999961853027,0,0,279.1982116699219,2,49,Other
"how the ODL will be implemented, including the timeline",11.039999961853027,0,0,303.9167785644531,2,55,Other
the financial plan for the implementation,11.039999961853027,0,0,316.513427734375,2,41,Other
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999961853027,0,0,329.1100769042969,2,90,Other
"revenues, etc.",11.039999961853027,0,0,341.8281555175781,2,14,Other
a financial forecast for the succeeding 2 operating years,11.039999961853027,0,0,354.4248046875,2,57,Other
the services and products to be delivered by the ODL,11.039999961853027,0,0,367.14288330078125,2,52,Other
how the ODL will operate and be managed following the implementation,11.039999961853027,0,0,379.7395324707031,2,68,Other
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,0,0,392.336181640625,2,78,Other
implementation and operational stages,11.039999961853027,0,0,405.05426025390625,2,37,Other
the marketing and communications plan for the ODL,11.039999961853027,0,0,417.6509094238281,2,49,Other
This business plan must be completed and approved by the ODL Steering Committee no,11.039999961853027,0,0,442.97662353515625,2,82,Other
"later than September 30, 2003",11.039999961853027,0,0,455.5732727050781,2,29,Other
Timeline:,11.039999961853027,0,0,480.2918395996094,2,9,Other
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.039999961853027,0,0,504.888916015625,2,85,Other
intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by  April 11 th .,11.039999961853027,0,0,516.3010864257812,2,91,Other
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.039999961853027,0,0,542.2459106445312,2,69,Other
"( lmoore@accessola.com ), Executive Director, The Ontario Library Association,  100 Lombard",11.039999961853027,0,0,554.842529296875,2,91,Other
"St., Suite 303, Toronto, ON  M5C 1M3.  Proposals must be received by  Noon on Monday,",9.960000038146973,0,0,567.5687866210938,2,85,Other
"April 21, 2003.",11.039999961853027,1,0,580.1654052734375,2,15,Other
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.039999961853027,0,0,604.8839721679688,2,95,Other
"of  April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11.039999961853027,0,0,617.4805908203125,2,89,Other
interview will be expected to discuss the project and their approach with the selection,11.039999961853027,0,0,630.19873046875,2,87,Other
committee .,11.039999961853027,0,0,642.7953491210938,2,11,Other
"Contracts with the firm/consultant will be signed the week of  May 5, 2003  with the work to",11.039999961853027,0,0,667.3924560546875,2,92,Other
commence as soon as possible thereafter.,11.039999961853027,0,0,680.1105346679688,2,40,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,2,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,2,10,Other
Please note that we reserve the right not to select any of the submitted proposals and may,11.039999961853027,0,0,72.20881652832031,3,90,Other
seek further response to these Terms of Reference.,11.039999961853027,0,0,84.80543518066406,3,50,Other
"If you require further information or have any questions, please contact Michael Ridley by e-",11.039999961853027,0,0,109.52400207519531,3,93,Other
mail ( mridley@uoguelph.ca )  only  by  3:00 p.m. on Friday April 18th . All questions and,11.039999961853027,0,0,122.12062072753906,3,90,Other
responses will be shared with those who have indicated that they will be submitting a,11.039999961853027,0,0,134.8386993408203,3,85,Other
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.039999961853027,0,0,147.43531799316406,3,92,Other
Ridley by April 11 th  that they will be submitting a proposal will not receive any further,11.039999961853027,0,0,158.70120239257812,3,91,Other
information or question responses.,11.039999961853027,0,0,172.76686096191406,3,34,Other
Background,12.0,0,0,206.1599884033203,3,10,Other
"First, some background on the ODL. For the last two years the Ontario Library Association",11.039999961853027,0,0,239.12879943847656,3,89,Other
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.039999961853027,0,0,251.7254180908203,3,88,Other
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.039999961853027,0,0,264.322021484375,3,95,Other
"college, and school libraries, as well as Ontario government ministries.",11.039999961853027,0,0,277.04010009765625,3,72,Other
Libraries that serve very different clientele recognize that by working together they can create,11.039999961853027,0,0,301.63720703125,3,96,Other
"seamless access to quality electronic library services. Through the ODL, students will be",11.039999961853027,0,0,314.35528564453125,3,89,Other
"able to explore a topic at school, use the same child-safe resources after school (either at",11.039999961853027,0,0,326.9519348144531,3,92,Other
"home or at a public library), enter college or university with a knowledge of how to use",11.039999961853027,0,0,339.548583984375,3,88,Other
"electronic resources that are still available and then, after graduation, continue to use these",11.039999961853027,0,0,352.26666259765625,3,95,Other
skills and resources at work or at home.,11.039999961853027,0,0,364.8633117675781,3,40,Other
We are moving into a period of convergence. With convergence we no longer have to license,11.039999961853027,0,0,389.5818786621094,3,89,Other
commercial products as individual libraries or institutions. We can work together to spend our,11.039999961853027,0,0,402.17852783203125,3,94,Other
money wisely. The provincial government has made this possible by working hard to provide,11.039999961853027,0,0,414.7751770019531,3,89,Other
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999961853027,0,0,427.4932556152344,3,93,Other
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999961853027,0,0,440.08990478515625,3,93,Other
best to exploit communications technology. We can reduce barriers to access and create the,11.039999961853027,0,0,452.8079833984375,3,90,Other
content infrastructure needed to support a knowledge society.,11.039999961853027,0,0,465.4046325683594,3,61,Other
"The concept of an ODL is a key element in  The Roadmap to Prosperity , a strategic plan to",11.039999961853027,0,0,490.0017395019531,3,90,Other
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999961853027,0,0,502.7198486328125,3,87,Other
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999961853027,0,0,515.3164672851562,3,91,Other
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999961853027,0,0,528.0345458984375,3,91,Other
"that and much more. The ODL will connect students to electronic information, and will also",11.039999961853027,0,0,540.6311645507812,3,90,Other
leverage this investment to help connect all citizens to the electronic information they need as,11.039999961853027,0,0,553.227783203125,3,96,Other
"they make decisions, solve problems and enhance their quality of life.",11.039999961853027,0,0,565.9459228515625,3,70,Other
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999961853027,0,0,591.2716674804688,3,90,Other
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999961853027,0,0,603.8682861328125,3,94,Other
rooms.,11.039999961853027,0,0,616.5863647460938,3,6,Other
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.039999961853027,0,0,641.7906494140625,3,96,Other
and of learning from others. The ODL is a very practical solution to various problems.,11.039999961853027,0,0,654.5087890625,3,86,Other
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.039999961853027,0,0,679.8345336914062,3,91,Other
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.039999961853027,0,0,692.43115234375,3,90,Other
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.039999961853027,0,0,705.02783203125,3,94,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,3,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,3,10,Other
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999961853027,0,0,72.12049865722656,4,89,Other
with its members to promote universal access to materials and resources in more than 250,11.039999961853027,0,0,84.71711730957031,4,88,Other
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999961853027,0,0,97.43519592285156,4,88,Other
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999961853027,0,0,110.03181457519531,4,85,Other
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999961853027,0,0,122.74989318847656,4,89,Other
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999961853027,0,0,135.3465118408203,4,90,Other
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999961853027,0,0,147.94313049316406,4,95,Other
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999961853027,0,0,160.6612091064453,4,83,Other
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999961853027,0,0,173.25782775878906,4,88,Other
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999961853027,0,0,185.9759063720703,4,89,Other
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999961853027,0,0,198.57252502441406,4,90,Other
TAL.,11.039999961853027,0,1,211.1691436767578,4,4,Other
The ODL will be a partnership-based organization providing seamless electronic information,11.039999961853027,0,0,236.49488830566406,4,90,Other
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999961853027,0,0,249.2129669189453,4,101,Other
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999961853027,0,0,261.8095703125,4,87,Other
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999961853027,0,0,274.52764892578125,4,92,Other
"envisions a digital network of information resources, allowing members to collaborate when",11.039999961853027,0,0,287.1242980957031,4,90,Other
there is mutual benefit and to support the common mandates of local libraries.,11.039999961853027,0,0,299.720947265625,4,78,Other
The principles which will define and guide the ODL are:,11.039999961853027,0,0,324.43951416015625,4,55,Other
Equitable access for all Ontarians:,11.039999961853027,1,0,349.03662109375,4,35,Other
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999961853027,0,0,373.75518798828125,4,86,Other
Ontario citizens,11.039999961853027,0,0,386.3518371582031,4,16,Other
We will eliminate barriers to the access to information and create more consistent,11.039999961853027,0,0,410.9489440917969,4,82,Other
services for library clients.,11.039999961853027,0,0,423.6670227050781,4,29,Other
Shared decision-making and accountability:,11.039999961853027,1,0,448.2641296386719,4,42,Other
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999961853027,0,0,472.9826965332031,4,82,Other
licenses and services,11.039999961853027,0,0,485.579345703125,4,21,Other
We will balance the interests and realities of small and large as well as rich and poor,11.039999961853027,0,0,510.17645263671875,4,87,Other
communities and institutions.,11.039999961853027,0,0,522.89453125,4,29,Other
Shared governance structure:,11.039999961853027,1,0,547.4916381835938,4,28,Other
We will share decision-making in order to enable the people we serve.,11.039999961853027,0,0,572.210205078125,4,69,Other
We will work based on an underlying assumption of trust and synergy.,11.039999961853027,0,0,596.807373046875,4,68,Other
Shared funding:,11.039999961853027,1,0,621.4044799804688,4,15,Other
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999961853027,0,0,646.123046875,4,91,Other
and put Ontario dollars to work for everyone .,11.039999961853027,0,0,658.7196655273438,4,46,Other
We will be willing to pool talents and dollars in order to provide common services that are,11.039999961853027,0,0,683.438232421875,4,91,Other
truly greater than those that can be maintained by individual institutions.,11.039999961853027,0,0,696.0348510742188,4,75,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,4,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,4,10,Other
Local points of entry:,11.039999961853027,1,0,72.10939025878906,5,22,Other
"We will provide the licenses, infrastructure, services and support that enable local",11.039999961853027,0,0,97.43519592285156,5,84,Other
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.039999961853027,0,0,110.03181457519531,5,88,Other
"providing the underpinning, not overshadowing.",11.039999961853027,0,0,122.74989318847656,5,46,Other
Services envisioned for the ODL’s include:,11.039999961853027,0,0,147.95423889160156,5,42,Other
Access:,11.039999961853027,1,0,173.2799835205078,5,7,Other
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999961853027,0,0,185.99806213378906,5,66,Other
to credible web sites and electronic resources,11.039999961853027,0,0,198.5946807861328,5,46,Other
to digital government information,11.039999961853027,0,0,211.19129943847656,5,33,Other
to local digital collections,11.039999961853027,0,0,223.9093780517578,5,28,Other
Guidance and Advice:,11.039999961853027,1,0,249.23524475097656,5,20,Other
to support e-learning,11.039999961853027,0,0,261.83184814453125,5,21,Other
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,0,0,274.5499267578125,5,74,Other
to assist citizens as they use web-links,11.039999961853027,0,0,287.1465759277344,5,40,Other
Training:,11.039999961853027,1,0,299.74322509765625,5,9,Other
for library workers,11.039999961853027,0,0,312.4613037109375,5,19,Other
for the general public,11.039999961853027,0,0,325.0579528808594,5,22,Other
Provincial Purchasing & Licensing:,11.039999961853027,1,0,350.3836975097656,5,34,Other
of electronic content on a consortia basis for all member libraries,11.039999961853027,0,0,362.9803466796875,5,67,Other
Technological Support:,11.039999961853027,1,0,388.30609130859375,5,22,Other
of common standards for the preservation and archiving local digital content,11.039999961853027,0,0,401.024169921875,5,76,Other
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,0,0,413.6208190917969,5,81,Other
library web sites,11.039999961853027,0,0,426.2174377441406,5,17,Other
What could the ODL really mean?,11.039999961853027,0,0,466.1822204589844,5,31,Other
For each Ontario citizen it could mean:,11.039999961853027,1,0,493.7712097167969,5,39,Other
One local point of entry to access seamless electronic library services and,11.039999961853027,0,0,506.6107177734375,5,75,Other
"resources for their personal, educational and professional needs;",11.039999961853027,0,0,519.2073974609375,5,65,Other
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,0,0,531.9254150390625,5,81,Other
"community, school, or academic library;",11.039999961853027,0,0,544.5220336914062,5,39,Other
Confidence that the electronic services and sources they – and their children,11.039999961853027,0,0,557.11865234375,5,77,Other
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,0,0,569.8367309570312,5,68,Other
perspectives;,11.039999961853027,0,0,582.4334106445312,5,13,Other
Electronic information and tools that enhance job skills and the learning,11.039999961853027,0,0,595.1514892578125,5,73,Other
experience,11.039999961853027,0,0,607.7481689453125,5,10,Other
For each Ontario student it could mean:,11.039999961853027,1,0,632.223876953125,5,39,Other
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,0,0,645.0633544921875,5,77,Other
resources and services,11.039999961853027,0,0,657.6600341796875,5,22,Other
"Connection to their individual educational environment, whether at the",11.039999961853027,0,0,670.3781127929688,5,70,Other
"elementary, secondary or post-secondary levels",11.039999961853027,0,0,682.9747314453125,5,46,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,5,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,5,10,Other
"Confidence that the services and resources people are using are credible,",11.039999961853027,0,0,72.20881652832031,6,73,Other
available when they need them and adaptable to different learning styles,11.039999961853027,0,0,84.80543518066406,6,72,Other
For each Ontario library it could mean:,11.039999961853027,1,0,110.00978088378906,6,39,Other
One point of entry for themselves and their clientele to quality electronic,11.039999961853027,0,0,122.84931945800781,6,75,Other
"resources and services that support and enhance their collections, programs",11.039999961853027,0,0,135.44593811035156,6,75,Other
and services,11.039999961853027,0,0,148.0425567626953,6,12,Other
"The opportunity to show case their local community, collections, services, and",11.039999961853027,0,0,160.76063537597656,6,78,Other
expertise,11.039999961853027,0,0,173.35719299316406,6,9,Other
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999961853027,0,0,186.0752716064453,6,79,Other
to provide a seamless gateway to digital resources and services,11.039999961853027,0,0,198.67189025878906,6,63,Other
For the Ontario government it could mean:,11.039999961853027,1,0,223.87635803222656,6,41,Other
"A  point of entry to information services and resources for all Ontario citizens,",11.039999961853027,0,0,236.5944366455078,6,81,Other
connecting to portal initiatives .,11.039999961853027,0,0,249.31251525878906,6,34,Other
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999961853027,0,0,261.90911865234375,6,74,Other
library initiative that positions Ontario on the global e-learning scene,11.039999961853027,0,0,274.627197265625,6,72,Other
Improved access and flexibility for all students at all ages and stages,11.039999961853027,0,0,287.2238464355469,6,71,Other
(supports Ontario’s lifelong learning strategy),11.039999961853027,0,0,299.82049560546875,6,47,Other
The opportunity to address emerging job skills shortages and facilitate school,11.039999961853027,0,0,312.53857421875,6,78,Other
to work and job to job transitions with the necessary information and,11.039999961853027,0,0,325.1352233886719,6,69,Other
knowledge supports and tools,11.039999961853027,0,0,337.8533020019531,6,28,Other
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999961853027,0,0,363.0575866699219,6,92,Other
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999961853027,0,0,375.7756652832031,6,88,Other
envision a governance model similar to that prepared for the province’s ORION network.,11.039999961853027,0,0,388.372314453125,6,86,Other
"More information regarding the envisioned phasing, funding and resources required for the",11.039999961853027,0,0,413.09088134765625,6,89,Other
ODL can be found in the appendixes.,11.039999961853027,0,0,425.6875305175781,6,35,Other
The Business Plan to be Developed,12.0,0,0,459.1199951171875,6,33,Other
The business plan which needs to be developed for the ODL must be a formal business plan,11.039999961853027,0,0,503.60870361328125,6,88,Other
"that documents and clearly communicates the ODL’s services, funding and governance",11.039999961853027,0,0,516.205322265625,6,82,Other
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11.039999961853027,0,0,528.802001953125,6,90,Other
"2007. The planning process must also secure the full commitment of all stakeholders, as",11.039999961853027,0,0,541.5200805664062,6,87,Other
represented on the Steering Committee.,11.039999961853027,0,0,554.11669921875,6,38,Other
"Specifically, the business plan must include:",11.039999961853027,0,0,578.2391357421875,6,45,Other
"how the ODL will be implemented, including the timeline",11.039999961853027,0,0,603.5648803710938,6,55,Other
the financial plan for the implementation,11.039999961853027,0,0,616.282958984375,6,41,Other
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999961853027,0,0,628.8795776367188,6,90,Other
"revenues, etc.",11.039999961853027,0,0,641.4761962890625,6,14,Other
a financial forecast for the succeeding 2 operating years,11.039999961853027,0,0,654.1943359375,6,57,Other
the services and products to be delivered by the ODL,11.039999961853027,0,0,666.7909545898438,6,52,Other
how the ODL will operate and be managed following the implementation,11.039999961853027,0,0,679.509033203125,6,68,Other
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,0,0,692.1056518554688,6,78,Other
implementation and operational stages,11.039999961853027,0,0,704.7022705078125,6,37,Other
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,0,734.0382080078125,6,57,Other
March 2003,7.559999942779541,1,0,734.0382080078125,6,10,Other
the marketing and communications plan for the ODL,11.039999961853027,0,0,72.20881652832031,7,49,Other
the commitment of all stakeholders to their responsibilities,11.039999961853027,0,0,84.80543518066406,7,60,Other
The process of developing this business plan must be extremely consultative to ensure that,11.039999961853027,0,0,110.13117980957031,7,90,Other
